"","Top1_Hotel","Top2_Hotel","Top3_Hotel","Top4_Hotel","Top5_Hotel"
"1663866","356424","770281","784543","760035","789630"
"1670066","568446","798941","620056","350271","361342"
"1696020","667305","245927","758475","304189","46386"
"1738291","555225","640062","754613","758475","685990"
"1772563","613088","69042","505804","182839","367107"
"1793895","42970","290701","682748","302426","53067"
"1803801","256670","623734","693432","319985","350271"
"1831568","516482","29051","600983","623123","307497"
"1856394","619662","544506","715799","43109","64736"
"1882741","593101","794322","366438","43980","255177"
"1898757","55868","378523","528704","623652","44391"
"1899420","308028","785432","52490","591951","781253"
"1954555","730965","212050","350271","253650","62015"
"2008330","49552","302426","735973","796683","590236"
"2030990","362458","645568","342540","252080","306852"
"2047798","639480","582135","669729","740374","665134"
"2064560","460469","44391","364728","528704","782254"
"2105984","286500","327285","645579","686018","771758"
"2113812","700797","640623","286500","294468","552145"
"2131687","345397","286374","319985","328723","714243"
"2188439","744520","656268","91535","262394","528594"
"2191037","666142","801544","489832","47061","219276"
"2191136","450767","544506","669729","758475","639480"
"2197822","612698","253650","64769","101618","733654"
"2210060","58211","293337","553216","751774","665250"
"2293300","307497","46386","64736","363678","516482"
"2296088","311694","467103","533623","118117","568005"
"2296343","27886","543932","601498","730965","811651"
"2315881","589237","613088","768274","789630","606871"
"2324005","582135","219276","561022","639480","676922"
"2327267","252080","514946","226121","343094","367107"
"2341442","331946","46386","97476","528022","107195"
"2342196","601882","494433","686018","47061","272597"
"2354909","118097","363678","581869","728713","740995"
"2358043","311124","27886","53692","237017","515088"
"2369370","528227","760599","575615","415619","222516"
"2387332","729395","760035","304189","588059","816048"
"2395278","779225","137026","402353","415619","634170"
"2405157","97221","561713","28871","221922","445660"
"2411384","366438","415619","760599","467103","623734"
"2439449","553514","402353","626872","640623","755982"
"2450395","83498","514946","226121","171631","203658"
"2460218","276275","564826","481664","768274","485237"
"2460925","422044","431635","776288","784277","361342"
"2461413","735973","84057","306852","408794","654931"
"2493425","84057","200461","670745","309436","693432"
"2499364","552145","253650","200461","277011","584938"
"2510107","307497","516482","190943","250702","258273"
"2524784","64769","503629","582030","515088","552145"
"2526812","563682","621108","533623","652575","255202"
"2536879","200461","632434","63872","446999","716107"
"2547605","84057","716107","805368","379885","593101"
"2574458","444935","510836","362458","396125","478448"
"2597146","582030","584938","595990","708528","772511"
"2667507","571029","693675","83498","107972","367107"
"2674028","379143","772511","572208","700993","732509"
"2677887","758475","791690","667305","304189","343094"
"2686549","563682","742634","533623","148132","553216"
"2691000","503629","564826","754020","768274","301220"
"2694521","222516","294468","44129","784543","653459"
"2698418","255809","53692","188347","629670","272597"
"2699033","50570","561022","44391","290701","655216"
"2707013","658049","758600","306852","579851","623123"
"2709101","320689","200461","669729","690757","780873"
"2719162","734886","171631","277011","258273","305809"
"2724950","443698","601498","108890","609202","638555"
"2737248","367107","236632","613088","647264","744520"
"2740598","400325","665134","642247","669729","265349"
"2773540","568446","29051","620056","64769","69042"
"2778131","740995","796683","43109","262394","277011"
"2807294","55709","2818","255202","101618","305200"
"2809789","174592","700993","247805","379143","431635"
"2816647","609202","517996","564826","50515","75382"
"2819553","640623","52490","451719","593101","815872"
"2820580","434097","137026","775655","58211","293337"
"2826744","64769","199844","665134","791690","283621"
"2847616","805368","675673","162467","445345","73208"
"2856748","640062","97476","222516","240191","623734"
"2865695","48076","107195","533623","600983","715856"
"2868026","55256","171631","311584","213371","301220"
"2871270","226121","291752","514946","783348","300067"
"2871930","193038","582135","788351","262394","561297"
"2900177","670745","305809","308028","638555","533623"
"2912814","29051","608432","44129","118117","226121"
"2923773","570753","320689","600983","175989","478448"
"2924208","740995","591951","75382","300067","366438"
"2941133","284319","779175","588020","29051","568446"
"2944771","2818","742160","744520","276275","96048"
"2952948","570753","791690","730965","101618","265349"
"2957606","43980","595990","746807","236632","221922"
"2965087","310722","544506","53692","219276","367491"
"2969181","350271","528227","46386","314082","356424"
"2969256","434097","528227","56879","809177","314235"
"2976221","55807","364728","367491","627213","744386"
"2991842","53692","286500","744574","623652","613110"
"3000454","340994","555399","675886","55709","609202"
"3026717","189754","582382","613088","703616","50515"
"3042726","656268","653596","189754","600983","744520"
"3043156","652660","702120","606871","589194","715799"
"3061513","50518","670745","254800","361342","789743"
"3071046","415619","565735","742160","793845","561713"
"3080120","250751","96048","306852","441424","553216"
"3085202","658049","222516","793845","80635","437757"
"3093794","621108","62801","255202","571130","715799"
"3122261","361342","48076","387644","431635","776288"
"3133489","432233","582135","670828","673453","665134"
"3146037","699991","240191","590236","290701","73208"
"3146203","254104","96048","115795","653459","702894"
"3181427","665134","667928","741398","807531","800723"
"3192554","52490","728144","772511","747847","775655"
"3204169","27886","252080","640062","702124","714243"
"3217422","517092","652575","64736","158466","686018"
"3224082","25428","75444","276275","643845","729317"
"3241444","320689","600983","816048","670745","698672"
"3241922","107195","445345","694850","716781","485237"
"3260074","50515","650232","742160","793499","481664"
"3260805","809177","255809","331946","396125","434097"
"3278419","632434","741043","784543","190943","742634"
"3279032","69042","652575","624485","744659","753720"
"3281295","379885","418098","422044","434097","593101"
"3287406","64736","309436","778820","619662","780873"
"3308880","528594","608432","620056","568446","141708"
"3314075","533623","593101","254800","627213","779225"
"3315379","282269","189754","728527","728713","120872"
"3327797","655216","165833","544506","728527","753720"
"3341071","679838","43109","97476","165833","272597"
"3356377","286500","623652","184282","364728","446592"
"3375808","237017","675886","782254","716107","714884"
"3386366","152280","582135","367107","483779","590681"
"3399045","495862","742634","700901","793845","240191"
"3441513","311584","570753","771758","445660","467103"
"3466926","728713","282269","62015","97476","434097"
"3477524","253792","740374","744659","784277","794927"
"3478967","698672","807269","590236","693675","759402"
"3492012","171631","771758","277011","311584","796683"
"3505809","68873","277011","310722","494433","544506"
"3505991","809177","27886","55256","67841","305809"
"3544416","44391","809177","212050","378523","498514"
"3545120","690757","50515","162467","555225","703616"
"3556952","678393","754020","781253","768274","785432"
"3576778","63872","301220","384909","444935","641875"
"3590237","91535","311694","345397","68873","230710"
"3595270","240191","107972","693675","290701","445345"
"3597538","255177","582028","734886","345397","200461"
"3601645","345397","579851","565735","286374","539579"
"3608337","446999","291752","507598","632434","665134"
"3628337","729395","73208","290701","302426","740995"
"3631890","302426","505804","682748","213371","685990"
"3644216","669729","665134","515088","667928","754020"
"3644637","503629","582030","82482","272597","331946"
"3647272","673453","53067","189754","623123","653596"
"3651457","69042","96048","31080","807531","620056"
"3653201","75382","379143","626872","702120","810730"
"3663776","590236","730965","771758","73208","561713"
"3680046","50515","55703","450767","293337","485237"
"3718408","572208","660856","811651","309436","200461"
"3723952","64736","366438","664697","97221","544506"
"3724795","665134","667305","245927","222516","758600"
"3758910","69042","97476","620056","294468","568446"
"3765319","700797","247805","418098","530136","700993"
"3766012","255809","784543","91535","505804","589237"
"3788782","56879","744158","190943","307497","613088"
"3821129","772511","55621","719623","379143","732509"
"3825509","272597","55709","608432","700797","721291"
"3846003","771343","319985","56879","357980","327285"
"3855104","130390","760035","255177","770281","356424"
"3886540","515088","634170","650245","721291","627213"
"3886755","775655","779297","48076","328723","505650"
"3892074","673453","796683","118097","199844","582030"
"3892282","44129","693432","724346","255809","222516"
"3955041","431206","700901","784277","742634","495862"
"3960806","97476","442105","612698","650245","38266"
"3977053","698672","283170","286374","755982","788351"
"3984496","787331","650245","64769","700797","75444"
"4017740","141708","498514","582028","683431","784277"
"4046204","642247","277011","582121","653596","705509"
"4046972","584938","169356","308028","396125","507598"
"4056223","715799","171631","265349","450767","582280"
"4084012","82482","255809","561022","667305","222516"
"4097500","768274","788351","236632","652888","702120"
"4100482","255809","272597","593101","793499","489832"
"4100544","350271","667333","50570","474452","698672"
"4106698","637742","205759","800095","255809","620056"
"4108308","356424","784543","53692","255177","446999"
"4117053","612698","640623","272597","623652","442105"
"4155386","640623","293514","667333","158466","539579"
"4156667","589194","634170","64736","484836","624485"
"4165820","474452","627213","55621","64736","286374"
"4175055","205759","396125","498514","75382","485237"
"4179993","286374","721291","80635","205759","240191"
"4180511","582382","255202","692906","708528","768274"
"4187551","314235","47061","396125","432233","794322"
"4188252","706170","781253","50570","305809","489418"
"4189952","120872","443698","55868","418901","667305"
"4193761","255809","654931","274688","293514","442105"
"4198054","642190","667305","48076","291637","304189"
"4202425","422044","784277","431635","42970","462341"
"4252277","667333","179528","779175","698672","623734"
"4260264","107972","503629","571029","528594","582030"
"4272620","742160","572208","2818","483779","515921"
"4280207","38266","306852","422044","632434","650245"
"4281147","730965","327285","357980","440992","645568"
"4286813","84057","57978","623123","730965","306852"
"4309450","546221","320689","601498","816048","770281"
"4314129","189754","744520","311584","656268","27886"
"4330819","444935","753720","165833","311694","779225"
"4363352","771343","56879","551495","742634","741398"
"4364462","387644","581869","690757","642247","67841"
"4369217","543932","199844","619662","729260","601498"
"4380449","64769","311584","730965","768737","791690"
"4381542","408794","97221","184282","450767","528594"
"4387197","410998","29051","631543","729260","783348"
"4412129","286374","445660","656268","698672","474452"
"4415881","158466","213371","640623","708528","623652"
"4438302","665134","589237","673453","715799","768274"
"4443833","342540","130390","306852","219276","236632"
"4447646","623123","751774","815872","53692","306852"
"4456680","148132","184282","214531","256670","431206"
"4458062","193038","444935","753720","53067","221943"
"4459890","150634","675886","789630","294468","601882"
"4489932","620056","667928","69042","751774","2818"
"4502294","214531","700797","101618","307470","570478"
"4503528","584938","478448","221922","415619","431206"
"4505941","200461","528022","320689","44391","780873"
"4519705","729395","561297","441424","654931","732509"
"4521818","378523","650245","152280","48076","75444"
"4522084","327285","650232","640062","62801","56879"
"4532209","361342","379143","800723","55621","431206"
"4537149","370870","724346","52490","80635","171631"
"4579320","289071","444935","517092","620056","69042"
"4579810","489832","561022","664697","219276","422044"
"4616538","314235","640062","97476","62801","515088"
"4632845","715856","570753","55709","390894","561713"
"4641285","311124","716107","760599","255177","271787"
"4644013","2818","62801","570478","742160","621108"
"4651226","91535","63872","410998","613110","741043"
"4663170","543932","575603","505650","794322","286500"
"4668971","50570","182839","650232","716107","744386"
"4688823","794927","29051","97221","198307","700797"
"4690432","530136","665250","759060","800723","293337"
"4691280","297220","53067","367491","450767","593483"
"4715209","309436","291637","575603","582028","660856"
"4722235","658049","768737","291637","791690","793845"
"4726648","50570","489418","702124","731834","744520"
"4735650","612698","64736","219276","645568","43109"
"4765752","390894","478448","760035","730916","120872"
"4799505","80635","190943","679838","793845","810730"
"4827205","730916","297220","478448","639981","653596"
"4830630","342540","55703","83498","758600","770281"
"4831627","613110","628465","637742","546221","623652"
"4875280","771758","460469","191404","221943","517092"
"4891238","507598","601882","742634","309436","582028"
"4897970","515088","328723","293337","294468","302426"
"4901980","50523","588020","733654","29051","642247"
"4905127","28871","305809","319985","571029","601498"
"4935243","629670","778820","570478","494433","83814"
"4937229","55709","693675","29051","307470","588059"
"4938413","608432","205759","753720","445345","437757"
"4945128","43109","693675","735973","80635","63872"
"4959941","283621","681038","759060","69042","75444"
"4976553","714243","68290","302426","551606","816048"
"5011601","188347","686018","788351","342540","130390"
"5022420","236632","171054","283621","584938","606871"
"5023084","290701","50523","96048","689623","495862"
"5037898","80635","650245","759402","660856","250751"
"5039682","20168","217692","755431","814991","283621"
"5039919","778820","601498","340994","575615","589194"
"5044001","624485","69042","721897","31080","505650"
"5058598","254104","601498","735973","50515","83814"
"5062046","309436","660856","696113","294468","442105"
"5064424","311124","505650","571029","702894","714520"
"5093231","771217","402353","626872","640623","553514"
"5127223","505804","703616","528594","555225","634170"
"5134169","38266","53671","357980","719623","627213"
"5134833","307497","549310","784644","190943","528022"
"5155963","73208","561713","590236","546221","55256"
"5196152","255202","793499","63872","768737","780674"
"5207679","528022","729317","118097","561297","631543"
"5268852","171054","612698","742160","137026","522471"
"5290998","489832","58211","801544","189754","370870"
"5299179","641875","55709","314082","350271","588116"
"5330753","768274","788351","754020","564826","480245"
"5336046","236632","247805","619662","733654","418098"
"5351733","593101","297220","640623","188347","815872"
"5379475","551495","771343","328723","357980","474452"
"5384133","304189","816048","588059","57978","690757"
"5385464","184282","282269","434097","443698","775655"
"5399286","311124","528594","582030","553514","165833"
"5403147","73208","214531","286500","575603","696113"
"5412054","305809","311694","676922","714520","533623"
"5435558","761411","141708","722997","624485","620056"
"5445555","212050","107195","291752","654931","253650"
"5446448","84057","253650","654931","514946","628465"
"5461945","42970","494433","683431","189754","2818"
"5484579","396125","96048","214531","291752","663390"
"5495353","80635","171631","75444","571029","693675"
"5513568","205759","485237","564826","498514","503629"
"5527039","650232","343094","390894","414917","290701"
"5537923","50515","721291","73917","141708","286374"
"5558015","613110","626872","721291","551606","682461"
"5560205","302426","561297","653459","47061","343094"
"5574416","286500","623652","44391","52490","552145"
"5582413","69042","364728","638555","740374","667928"
"5604808","367491","514946","236632","362458","364728"
"5619477","357980","772511","57978","364728","402353"
"5646154","414917","744386","802052","716107","627213"
"5646772","309436","406794","484836","667305","778820"
"5647495","31080","528022","793845","495862","28871"
"5667389","200461","690757","48076","62015","306852"
"5669252","643845","63872","83498","713715","494433"
"5681109","152280","378523","44391","645579","780873"
"5694124","639981","199844","262394","314235","502869"
"5706763","162467","571130","593101","801544","805368"
"5719622","189754","683431","713715","613088","410998"
"5720466","55621","189754","627188","705935","713557"
"5732915","226121","236180","191404","305809","658049"
